127.0.0.1, 2017-02-21 14:07:58, GET, /, HTTP/1.1, 303, 0.000847
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.000701
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/images/favicon.ico, HTTP/1.1, 200, 0.000707
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/images/background.jpg, HTTP/1.1, 200, 0.000448
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.000419
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/images/twitter.png, HTTP/1.1, 200, 0.000475
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/images/facebook.png, HTTP/1.1, 200, 0.000416
127.0.0.1, 2017-02-22 07:05:12, GET, /pestlist/static/images/gplus-32.png, HTTP/1.1, 200, 0.000429
127.0.0.1, 2017-02-22 07:06:02, GET, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.067765
127.0.0.1, 2017-02-22 07:06:03, GET, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.137150
127.0.0.1, 2017-02-22 07:06:03, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.097139
127.0.0.1, 2017-02-22 07:06:03, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.148394
127.0.0.1, 2017-02-22 07:06:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.189891
127.0.0.1, 2017-02-22 07:06:03, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.252725
127.0.0.1, 2017-02-22 07:06:03, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.059661
127.0.0.1, 2017-02-22 07:07:03, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.048325
127.0.0.1, 2017-02-22 07:07:05, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.539471
127.0.0.1, 2017-02-22 07:07:13, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.176720
127.0.0.1, 2017-02-22 07:07:37, GET, /pestlist/default/index, HTTP/1.1, 200, 0.837556
127.0.0.1, 2017-02-22 07:08:32, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.084938
127.0.0.1, 2017-02-22 07:08:32, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.112117
127.0.0.1, 2017-02-22 07:08:32, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.096785
127.0.0.1, 2017-02-22 07:08:33, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.303795
127.0.0.1, 2017-02-22 07:08:33, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.356861
127.0.0.1, 2017-02-22 07:08:33, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.144760
127.0.0.1, 2017-02-22 07:08:35, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.744250
127.0.0.1, 2017-02-22 07:09:33, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.169874
127.0.0.1, 2017-02-22 07:09:35, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.461933
127.0.0.1, 2017-02-22 07:10:31, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.584790
127.0.0.1, 2017-02-22 07:10:52, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.058205
127.0.0.1, 2017-02-22 07:10:52, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.061632
127.0.0.1, 2017-02-22 07:10:52, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.075540
127.0.0.1, 2017-02-22 07:10:53, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.295066
127.0.0.1, 2017-02-22 07:10:53, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.324885
127.0.0.1, 2017-02-22 07:10:53, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.166081
127.0.0.1, 2017-02-22 07:10:55, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.562682
127.0.0.1, 2017-02-22 07:11:53, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.201001
127.0.0.1, 2017-02-22 07:11:55, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.581442
127.0.0.1, 2017-02-22 07:11:56, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.058258
127.0.0.1, 2017-02-22 07:12:30, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.064620
127.0.0.1, 2017-02-22 07:12:33, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.596586
127.0.0.1, 2017-02-22 07:12:37, GET, /pestlist/default/index, HTTP/1.1, 200, 0.736901
127.0.0.1, 2017-02-22 07:13:19, GET, /pestlist/default/index, HTTP/1.1, 200, 0.163054
127.0.0.1, 2017-02-22 07:13:37, GET, /admin/default/peek/pestlist/controllers/default.py, HTTP/1.1, 200, 0.098039
127.0.0.1, 2017-02-22 07:19:28, GET, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.079769
127.0.0.1, 2017-02-22 07:19:29, GET, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.090689
127.0.0.1, 2017-02-22 07:19:29, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.107453
127.0.0.1, 2017-02-22 07:19:29, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.171682
127.0.0.1, 2017-02-22 07:19:29, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.250562
127.0.0.1, 2017-02-22 07:19:29, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.046061
127.0.0.1, 2017-02-22 07:19:29, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.454825
127.0.0.1, 2017-02-22 07:20:03, POST, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.038956
127.0.0.1, 2017-02-22 07:20:31, GET, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.120674
127.0.0.1, 2017-02-22 07:20:32, GET, /admin/default/edit/pestlist/controllers/default.py, HTTP/1.1, 200, 0.167857
127.0.0.1, 2017-02-22 07:20:32, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.273363
127.0.0.1, 2017-02-22 07:20:32, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.311660
127.0.0.1, 2017-02-22 07:20:32, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.397300
127.0.0.1, 2017-02-22 07:20:32, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.223002
127.0.0.1, 2017-02-22 07:20:34, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.645721
127.0.0.1, 2017-02-22 07:20:40, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.611189
127.0.0.1, 2017-02-22 07:20:58, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.062540
127.0.0.1, 2017-02-22 07:20:59, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.061965
127.0.0.1, 2017-02-22 07:20:59, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.090497
127.0.0.1, 2017-02-22 07:20:59, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.275642
127.0.0.1, 2017-02-22 07:20:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.290925
127.0.0.1, 2017-02-22 07:20:59, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.127528
127.0.0.1, 2017-02-22 07:21:00, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.499908
127.0.0.1, 2017-02-22 07:21:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.130659
127.0.0.1, 2017-02-22 07:21:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.365168
127.0.0.1, 2017-02-22 07:22:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.124076
127.0.0.1, 2017-02-22 07:22:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.373670
127.0.0.1, 2017-02-22 07:23:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.141638
127.0.0.1, 2017-02-22 07:23:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.340114
127.0.0.1, 2017-02-22 07:24:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.240783
127.0.0.1, 2017-02-22 07:25:02, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.488759
127.0.0.1, 2017-02-22 07:25:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.118944
127.0.0.1, 2017-02-22 07:25:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.334050
127.0.0.1, 2017-02-22 07:26:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.110517
127.0.0.1, 2017-02-22 07:26:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.382473
127.0.0.1, 2017-02-22 07:27:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.178581
127.0.0.1, 2017-02-22 07:27:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.386882
127.0.0.1, 2017-02-22 07:28:59, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.092929
127.0.0.1, 2017-02-22 07:28:59, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.332960
127.0.0.1, 2017-02-22 07:29:53, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.051889
127.0.0.1, 2017-02-22 07:29:57, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.591238
127.0.0.1, 2017-02-22 07:29:59, GET, /pestlist/default/index, HTTP/1.1, 200, 0.171448
127.0.0.1, 2017-02-22 07:30:38, GET, /pestlist/default/index, HTTP/1.1, 200, 0.193975
127.0.0.1, 2017-02-22 07:31:31, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.116472
127.0.0.1, 2017-02-22 07:31:31, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.226712
127.0.0.1, 2017-02-22 07:31:31, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.232751
127.0.0.1, 2017-02-22 07:31:32, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.503791
127.0.0.1, 2017-02-22 07:31:32, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.558334
127.0.0.1, 2017-02-22 07:31:32, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.372960
127.0.0.1, 2017-02-22 07:31:34, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.683403
127.0.0.1, 2017-02-22 07:32:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.065235
127.0.0.1, 2017-02-22 07:32:32, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.364518
127.0.0.1, 2017-02-22 07:33:29, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.055525
127.0.0.1, 2017-02-22 07:33:31, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.177291
127.0.0.1, 2017-02-22 07:33:32, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.371433
127.0.0.1, 2017-02-22 07:33:33, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.571834
127.0.0.1, 2017-02-22 07:33:36, GET, /pestlist/default/index, HTTP/1.1, 200, 0.175232
127.0.0.1, 2017-02-22 07:33:59, GET, /admin/default/peek/pestlist/views/default/index.html, HTTP/1.1, 200, 0.139726
127.0.0.1, 2017-02-22 07:34:01, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.118109
127.0.0.1, 2017-02-22 07:34:01, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.106600
127.0.0.1, 2017-02-22 07:34:02, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.147800
127.0.0.1, 2017-02-22 07:34:02, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.211271
127.0.0.1, 2017-02-22 07:34:02, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.388481
127.0.0.1, 2017-02-22 07:34:02, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.127648
127.0.0.1, 2017-02-22 07:34:02, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.613259
127.0.0.1, 2017-02-22 07:34:23, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.064909
127.0.0.1, 2017-02-22 07:34:25, GET, /admin/default/peek/pestlist/views/default/index.html, HTTP/1.1, 200, 0.113442
127.0.0.1, 2017-02-22 07:34:31, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.550096
127.0.0.1, 2017-02-22 07:34:36, GET, /pestlist/default/index, HTTP/1.1, 200, 0.178552
127.0.0.1, 2017-02-22 07:35:14, GET, /admin/default/edit/pestlist/views/generic.html, HTTP/1.1, 200, 0.123956
127.0.0.1, 2017-02-22 07:35:14, GET, /admin/default/edit/pestlist/views/generic.html, HTTP/1.1, 200, 0.076998
127.0.0.1, 2017-02-22 07:35:14, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.089610
127.0.0.1, 2017-02-22 07:35:15, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.227000
127.0.0.1, 2017-02-22 07:35:15, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.275065
127.0.0.1, 2017-02-22 07:35:15, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.081160
127.0.0.1, 2017-02-22 07:35:15, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.496542
127.0.0.1, 2017-02-22 07:35:23, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.609548
127.0.0.1, 2017-02-22 07:35:26, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.115519
127.0.0.1, 2017-02-22 07:35:27, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.107581
127.0.0.1, 2017-02-22 07:35:27, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.092820
127.0.0.1, 2017-02-22 07:35:27, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.229080
127.0.0.1, 2017-02-22 07:35:27, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.272100
127.0.0.1, 2017-02-22 07:35:27, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.079566
127.0.0.1, 2017-02-22 07:35:27, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.473811
127.0.0.1, 2017-02-22 07:35:51, POST, /admin/debug/toggle_breakpoint, HTTP/1.1, 200, 0.053265
127.0.0.1, 2017-02-22 07:36:10, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.055397
127.0.0.1, 2017-02-22 07:36:12, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.608908
127.0.0.1, 2017-02-22 07:36:36, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.119523
127.0.0.1, 2017-02-22 07:36:37, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.105842
127.0.0.1, 2017-02-22 07:36:37, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.120554
127.0.0.1, 2017-02-22 07:36:37, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.239543
127.0.0.1, 2017-02-22 07:36:37, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.288721
127.0.0.1, 2017-02-22 07:36:37, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.147274
127.0.0.1, 2017-02-22 07:36:40, POST, /admin/debug/toggle_breakpoint, HTTP/1.1, 200, 0.034319
127.0.0.1, 2017-02-22 07:36:52, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.071512
127.0.0.1, 2017-02-22 07:36:56, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.625132
127.0.0.1, 2017-02-22 07:39:49, GET, /, HTTP/1.1, 303, 0.000901
127.0.0.1, 2017-02-22 07:39:50, GET, /welcome/default/index, HTTP/1.1, 200, 0.138623
127.0.0.1, 2017-02-22 07:40:09, GET, /pestlist, HTTP/1.1, 200, 0.098661
127.0.0.1, 2017-02-22 07:40:22, GET, /pestlist, HTTP/1.1, 200, 0.056273
127.0.0.1, 2017-02-22 07:41:13, GET, /pestlist/admin, HTTP/1.1, 404, 0.021320
127.0.0.1, 2017-02-22 07:41:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000311
127.0.0.1, 2017-02-22 07:41:21, GET, /admin, HTTP/1.1, 200, 0.168633
127.0.0.1, 2017-02-22 07:41:26, POST, /admin/default/index, HTTP/1.1, 303, 0.045424
127.0.0.1, 2017-02-22 07:41:26, GET, /admin/default/site, HTTP/1.1, 200, 0.068521
127.0.0.1, 2017-02-22 07:41:27, POST, /admin/default/check_version, HTTP/1.1, 200, 0.578891
127.0.0.1, 2017-02-22 07:41:29, GET, /pestlist/default/index, HTTP/1.1, 200, 0.040504
127.0.0.1, 2017-02-22 07:41:45, GET, /admin/default/site, HTTP/1.1, 200, 0.089763
127.0.0.1, 2017-02-22 07:41:50, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.162433
127.0.0.1, 2017-02-22 07:41:57, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.064880
127.0.0.1, 2017-02-22 07:41:58, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.144535
127.0.0.1, 2017-02-22 07:41:58, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.108878
127.0.0.1, 2017-02-22 07:41:58, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.155826
127.0.0.1, 2017-02-22 07:41:58, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.220112
127.0.0.1, 2017-02-22 07:41:58, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.048555
127.0.0.1, 2017-02-22 07:41:58, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 0.266379
127.0.0.1, 2017-02-22 07:42:58, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.187101
127.0.0.1, 2017-02-22 07:43:00, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.404710
127.0.0.1, 2017-02-22 07:43:58, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.183612
127.0.0.1, 2017-02-22 07:44:00, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.462967
127.0.0.1, 2017-02-22 07:44:51, POST, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.055277
127.0.0.1, 2017-02-22 07:44:53, GET, /admin/default/design/pestlist, HTTP/1.1, 200, 0.202726
127.0.0.1, 2017-02-22 07:44:57, GET, /pestlist/default/index, HTTP/1.1, 200, 0.727337
127.0.0.1, 2017-02-22 07:47:59, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.067374
127.0.0.1, 2017-02-22 07:48:00, GET, /admin/default/edit/pestlist/views/default/index.html, HTTP/1.1, 200, 0.105129
127.0.0.1, 2017-02-22 07:48:00, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.112922
127.0.0.1, 2017-02-22 07:48:00, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.168234
127.0.0.1, 2017-02-22 07:48:00, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.255190
127.0.0.1, 2017-02-22 07:48:00, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.041677
127.0.0.1, 2017-02-22 07:48:02, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.444370
127.0.0.1, 2017-02-22 07:49:00, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.176684
127.0.0.1, 2017-02-22 07:49:03, GET, /pestlist/appadmin/hooks, HTTP/1.1, 200, 2.575185
127.0.0.1, 2017-02-22 07:50:00, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.099873
